source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name
C6	C6	MDK	NCL	0.002039937	0	MDK_NCL	MDK - NCL	MK
C7	C6	MDK	NCL	0.000568697	0	MDK_NCL	MDK - NCL	MK
C1	C1	PTN	SDC2	0.000347173	0	PTN_SDC2	PTN - SDC2	PTN
C6	C1	PTN	SDC2	6.43E-06	0	PTN_SDC2	PTN - SDC2	PTN
C1	C6	PTN	SDC2	4.18E-05	0	PTN_SDC2	PTN - SDC2	PTN
C6	C6	PTN	SDC2	3.58E-06	0	PTN_SDC2	PTN - SDC2	PTN
C1	C1	PTN	SDC3	0.000383542	0	PTN_SDC3	PTN - SDC3	PTN
C6	C1	PTN	SDC3	7.10E-06	0	PTN_SDC3	PTN - SDC3	PTN
C1	C1	PTN	SDC4	0.000434868	0	PTN_SDC4	PTN - SDC4	PTN
C6	C1	PTN	SDC4	8.05E-06	0	PTN_SDC4	PTN - SDC4	PTN
C1	C6	PTN	SDC4	8.35E-05	0	PTN_SDC4	PTN - SDC4	PTN
C6	C6	PTN	SDC4	7.15E-06	0	PTN_SDC4	PTN - SDC4	PTN
C1	C1	PTN	NCL	0.001330315	0	PTN_NCL	PTN - NCL	PTN
C6	C1	PTN	NCL	2.47E-05	0	PTN_NCL	PTN - NCL	PTN
C1	C5	PTN	NCL	0.000153326	0	PTN_NCL	PTN - NCL	PTN
C6	C5	PTN	NCL	3.68E-06	0	PTN_NCL	PTN - NCL	PTN
C1	C6	PTN	NCL	0.000185345	0	PTN_NCL	PTN - NCL	PTN
C6	C6	PTN	NCL	1.59E-05	0	PTN_NCL	PTN - NCL	PTN
C1	C1	POSTN	ITGAV_ITGB5	0.000516001	0	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN
C1	C5	POSTN	ITGAV_ITGB5	3.10E-05	0	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN
C1	C6	POSTN	ITGAV_ITGB5	9.85E-05	0	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN
C1	C10	AGT	AGTR1	3.20E-05	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C2	AGT	AGTR1	3.87E-05	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C3	AGT	AGTR1	1.10E-06	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C4	AGT	AGTR1	1.00E-05	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C5	AGT	AGTR1	3.20E-05	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C6	AGT	AGTR1	4.25E-06	0	AGT_AGTR1B	AGT - AGTR1B	AGT
C1	C1	SEMA3B	NRP1_PLXNA1	0.000124083	0	SEMA3B_NRP1_PLXNA1	SEMA3B - (NRP1+PLXNA1)	SEMA3
C1	C5	SEMA3B	NRP1_PLXNA1	4.65E-06	0	SEMA3B_NRP1_PLXNA1	SEMA3B - (NRP1+PLXNA1)	SEMA3
C1	C6	SEMA3B	NRP1_PLXNA1	1.82E-05	0	SEMA3B_NRP1_PLXNA1	SEMA3B - (NRP1+PLXNA1)	SEMA3
C1	C1	SEMA3B	NRP1_PLXNA2	6.59E-05	0	SEMA3B_NRP1_PLXNA2	SEMA3B - (NRP1+PLXNA2)	SEMA3
C1	C1	SEMA3B	NRP1_PLXNA3	8.88E-05	0	SEMA3B_NRP1_PLXNA3	SEMA3B - (NRP1+PLXNA3)	SEMA3
C1	C1	SEMA3B	NRP1_PLXNA4	8.64E-05	0	SEMA3B_NRP1_PLXNA4	SEMA3B - (NRP1+PLXNA4)	SEMA3
C1	C6	SEMA3B	NRP1_PLXNA4	1.50E-05	0	SEMA3B_NRP1_PLXNA4	SEMA3B - (NRP1+PLXNA4)	SEMA3
C1	C1	GAS6	AXL	0.000671438	0	GAS6_AXL	GAS6 - AXL	GAS
C5	C1	GAS6	AXL	0.000203417	0	GAS6_AXL	GAS6 - AXL	GAS
C6	C1	GAS6	AXL	0.000111586	0	GAS6_AXL	GAS6 - AXL	GAS
C7	C1	GAS6	AXL	2.65E-05	0	GAS6_AXL	GAS6 - AXL	GAS
C1	C1	GAS6	TYRO3	0.000189542	0	GAS6_TYRO3	GAS6 - TYRO3	GAS
C5	C1	GAS6	TYRO3	5.73E-05	0	GAS6_TYRO3	GAS6 - TYRO3	GAS
C6	C1	GAS6	TYRO3	3.15E-05	0	GAS6_TYRO3	GAS6 - TYRO3	GAS
C7	C1	GAS6	TYRO3	7.47E-06	0	GAS6_TYRO3	GAS6 - TYRO3	GAS
C1	C1	GRN	SORT1	0.000996252	0	GRN_SORT1	GRN - SORT1	GRN
C5	C1	GRN	SORT1	0.000257777	0	GRN_SORT1	GRN - SORT1	GRN
C6	C1	GRN	SORT1	0.000111909	0	GRN_SORT1	GRN - SORT1	GRN
C1	C5	GRN	SORT1	6.48E-06	0	GRN_SORT1	GRN - SORT1	GRN
C1	C6	GRN	SORT1	0.000146369	0	GRN_SORT1	GRN - SORT1	GRN
C5	C6	GRN	SORT1	4.90E-05	0	GRN_SORT1	GRN - SORT1	GRN
C6	C6	GRN	SORT1	7.60E-05	0	GRN_SORT1	GRN - SORT1	GRN
C1	C1	PROS1	AXL	0.000229654	0	PROS1_AXL	PROS1 - AXL	PROS
C5	C1	PROS1	AXL	1.48E-05	0	PROS1_AXL	PROS1 - AXL	PROS
C6	C1	PROS1	AXL	5.77E-05	0	PROS1_AXL	PROS1 - AXL	PROS
C1	C1	PROS1	TYRO3	6.47E-05	0	PROS1_TYRO3	PROS1 - TYRO3	PROS
C5	C1	PROS1	TYRO3	4.17E-06	0	PROS1_TYRO3	PROS1 - TYRO3	PROS
C6	C1	PROS1	TYRO3	1.63E-05	0	PROS1_TYRO3	PROS1 - TYRO3	PROS
