rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-ECM2	0	-0.35	0.186	0.46	0	0	Ssus11-ECM2	ECM2	Suss11
GRCh38-MYL2	0	-2.16	0.115	0.317	0	0	GRCh38-MYL2	MYL2	GRCh38
Ssus11-SSC5D	0	-0.33	0.087	0.314	0	0	Ssus11-SSC5D	SSC5D	Suss11
Ssus11-PPP1R3C	0	-0.33	0.02	0.205	0	0	Ssus11-PPP1R3C	PPP1R3C	Suss11
GRCh38-H3-3A	0	-0.44	0.168	0.421	0	0	GRCh38-H3-3A	H3-3A	GRCh38
Ssus11-TESC	0	-0.31	0.024	0.212	0	0	Ssus11-TESC	TESC	Suss11
Ssus11-FBXO40	0	-0.32	0.01	0.187	0	0	Ssus11-FBXO40	FBXO40	Suss11
Ssus11-PTOV1	0	-0.31	0.119	0.354	0	0	Ssus11-PTOV1	PTOV1	Suss11
Ssus11-ABLIM1	0	-0.36	0.044	0.247	0	0	Ssus11-ABLIM1	ABLIM1	Suss11
Ssus11-RPS25	0	0.38	0.999	0.965	0	0	Ssus11-RPS25	RPS25	Suss11
Ssus11-BNIP3	0	-0.31	0.194	0.472	0	0	Ssus11-BNIP3	BNIP3	Suss11
Ssus11-PCP4	0	-1.14	0.188	0.378	0	0	Ssus11-PCP4	PCP4	Suss11
Ssus11-TRAF2	0	-0.31	0.083	0.303	0	0	Ssus11-TRAF2	TRAF2	Suss11
Ssus11-EMILIN2	0	-0.32	0.118	0.355	0	0	Ssus11-EMILIN2	EMILIN2	Suss11
Ssus11-NUDC	0	-0.38	0.175	0.429	0	0	Ssus11-NUDC	NUDC	Suss11
GRCh38-RPS2	0	-1	0.019	0.199	0	0	GRCh38-RPS2	RPS2	GRCh38
Ssus11-SLC8A1	0	-0.32	0.06	0.269	0	0	Ssus11-SLC8A1	SLC8A1	Suss11
Ssus11-COL4A2	0	-0.41	0.978	0.959	0	0	Ssus11-COL4A2	COL4A2	Suss11
Ssus11-SVEP1	0	-0.34	0.032	0.224	0	0	Ssus11-SVEP1	SVEP1	Suss11
Ssus11-UQCRC2	0	-0.4	0.114	0.34	0	0	Ssus11-UQCRC2	UQCRC2	Suss11
Ssus11-TMEM259	0	-0.32	0.18	0.442	0	0	Ssus11-TMEM259	TMEM259	Suss11
Ssus11-AGRN	0	-0.33	0.126	0.362	0	0	Ssus11-AGRN	AGRN	Suss11
Ssus11-METRNL	0	-0.33	0.195	0.463	0	0	Ssus11-METRNL	METRNL	Suss11
Ssus11-ITGB1BP2	0	-0.3	0.007	0.179	0	0	Ssus11-ITGB1BP2	ITGB1BP2	Suss11
Ssus11-IRS2	0	-0.28	0.013	0.19	0	0	Ssus11-IRS2	IRS2	Suss11
Ssus11-ENSSSCG00000004207	0	-0.28	0.029	0.218	0	0	Ssus11-ENSSSCG00000004207	ENSSSCG00000004207	Suss11
GRCh38-RPS28	0	-0.87	0.011	0.184	0	0	GRCh38-RPS28	RPS28	GRCh38
Ssus11-ADAMTS1	0	-0.47	0.086	0.298	0	0	Ssus11-ADAMTS1	ADAMTS1	Suss11
Ssus11-COX17	0	-0.35	0.146	0.387	0	0	Ssus11-COX17	COX17	Suss11
Ssus11-SEC61G	0	0.47	0.81	0.645	0	0	Ssus11-SEC61G	SEC61G	Suss11
Ssus11-ECSIT	0	-0.33	0.096	0.318	0	0	Ssus11-ECSIT	ECSIT	Suss11
Ssus11-RPS17	0	0.4	0.994	0.944	0	0	Ssus11-RPS17	RPS17	Suss11
Ssus11-FN1	0	0.29	1	0.913	0	0	Ssus11-FN1	FN1	Suss11
Ssus11-NDUFV2	0	-0.32	0.199	0.463	0	0	Ssus11-NDUFV2	NDUFV2	Suss11
Ssus11-PPP6R2	0	-0.31	0.101	0.325	0	0	Ssus11-PPP6R2	PPP6R2	Suss11
GRCh38-TMSB10	0	-1	0.016	0.192	0	0	GRCh38-TMSB10	TMSB10	GRCh38
Ssus11-COG3	0	-0.34	0.067	0.271	0	0	Ssus11-COG3	COG3	Suss11
Ssus11-CFL1	0	0.42	0.982	0.796	0	0	Ssus11-CFL1	CFL1	Suss11
Ssus11-TOP3A	0	-0.3	0.076	0.289	0	0	Ssus11-TOP3A	TOP3A	Suss11
Ssus11-NPDC1	0	-0.32	0.101	0.33	0	0	Ssus11-NPDC1	NPDC1	Suss11
GRCh38-MT-ATP6	0	-1.22	0.038	0.226	0	0	GRCh38-MT-ATP6	MT-ATP6	GRCh38
Ssus11-DHRS3	0	-0.38	0.236	0.503	0	0	Ssus11-DHRS3	DHRS3	Suss11
Ssus11-DIPK1B	0	-0.3	0.09	0.309	0	0	Ssus11-DIPK1B	DIPK1B	Suss11
GRCh38-RPL37A	0	-1.17	0.02	0.195	0	0	GRCh38-RPL37A	RPL37A	GRCh38
Ssus11-LRRC39	0	-0.31	0.006	0.173	0	0	Ssus11-LRRC39	LRRC39	Suss11
GRCh38-MT-CO1	0	-1.67	0.038	0.223	0	0	GRCh38-MT-CO1	MT-CO1	GRCh38
GRCh38-RPL13	0	-0.94	0.016	0.188	0	0	GRCh38-RPL13	RPL13	GRCh38
Ssus11-ENSSSCG00000037251	0	-0.3	0.076	0.288	0	0	Ssus11-ENSSSCG00000037251	ENSSSCG00000037251	Suss11
Ssus11-ENSSSCG00000036306	0	-0.31	0.005	0.17	0	0	Ssus11-ENSSSCG00000036306	ENSSSCG00000036306	Suss11
Ssus11-THBS3	0	-0.35	0.133	0.37	0	0	Ssus11-THBS3	THBS3	Suss11
Ssus11-AHSA1	0	-0.33	0.106	0.33	0	0	Ssus11-AHSA1	AHSA1	Suss11
Ssus11-MISP3	0	-0.31	0.096	0.316	0	0	Ssus11-MISP3	MISP3	Suss11
Ssus11-NID1	0	-0.37	0.222	0.481	0	0	Ssus11-NID1	NID1	Suss11
GRCh38-SELENOW	0	-0.91	0.011	0.18	0	0	GRCh38-SELENOW	SELENOW	GRCh38
Ssus11-RPS12	0	0.27	1	0.997	0	0	Ssus11-RPS12	RPS12	Suss11
GRCh38-MT-ND3	0	-1.2	0.022	0.197	0	0	GRCh38-MT-ND3	MT-ND3	GRCh38
Ssus11-ENSSSCG00000010212	0	-0.29	0.013	0.185	0	0	Ssus11-ENSSSCG00000010212	ENSSSCG00000010212	Suss11
GRCh38-RPL18A	0	-0.79	0.013	0.182	0	0	GRCh38-RPL18A	RPL18A	GRCh38
GRCh38-HSPA1A	0	-1.75	0.004	0.166	0	0	GRCh38-HSPA1A	HSPA1A	GRCh38
Ssus11-ACAA2	0	-0.33	0.05	0.244	0	0	Ssus11-ACAA2	ACAA2	Suss11
Ssus11-HSPA6	0	-0.42	0.02	0.193	0	0	Ssus11-HSPA6	HSPA6	Suss11
Ssus11-SRRM2	0	-0.29	0.209	0.479	0	0	Ssus11-SRRM2	SRRM2	Suss11
Ssus11-SERPING1	0	-0.57	0.875	0.823	0	0	Ssus11-SERPING1	SERPING1	Suss11
GRCh38-RPL35	0	-0.74	0.015	0.184	0	0	GRCh38-RPL35	RPL35	GRCh38
Ssus11-NDUFA13	0	-0.42	0.304	0.527	0	0	Ssus11-NDUFA13	NDUFA13	Suss11
Ssus11-MIGA2	0	-0.28	0.025	0.202	0	0	Ssus11-MIGA2	MIGA2	Suss11
Ssus11-PKIA	0	-0.31	0.087	0.301	0	0	Ssus11-PKIA	PKIA	Suss11
Ssus11-PRNP	0	-0.29	0.08	0.29	0	0	Ssus11-PRNP	PRNP	Suss11
Ssus11-PTGS1	0	-0.29	0.037	0.22	0	0	Ssus11-PTGS1	PTGS1	Suss11
Ssus11-RPS16	0	0.31	1	0.985	0	0	Ssus11-RPS16	RPS16	Suss11
Ssus11-PDIA2	0	-0.29	0.014	0.183	0	0	Ssus11-PDIA2	PDIA2	Suss11
Ssus11-RETREG1	0	-0.3	0.027	0.205	0	0	Ssus11-RETREG1	RETREG1	Suss11
Ssus11-CCL2	0	0.66	0.589	0.434	0	0	Ssus11-CCL2	CCL2	Suss11
Ssus11-CD34	0	-0.33	0.117	0.34	0	0	Ssus11-CD34	CD34	Suss11
Ssus11-ETS2	0	-0.29	0.076	0.28	0	0	Ssus11-ETS2	ETS2	Suss11
Ssus11-ANGPT4	0	-0.32	0.05	0.244	0	0	Ssus11-ANGPT4	ANGPT4	Suss11
Ssus11-PNPLA2	0	-0.28	0.116	0.34	0	0	Ssus11-PNPLA2	PNPLA2	Suss11
Ssus11-SLC41A1	0	-0.34	0.042	0.227	0	0	Ssus11-SLC41A1	SLC41A1	Suss11
GRCh38-EEF1A1	0	-1.33	0.03	0.205	0	0	GRCh38-EEF1A1	EEF1A1	GRCh38
Ssus11-HSPB1	0	-1.01	0.996	0.965	0	0	Ssus11-HSPB1	HSPB1	Suss11
Ssus11-LUC7L	0	-0.29	0.115	0.339	0	0	Ssus11-LUC7L	LUC7L	Suss11
Ssus11-NDUFB6	0	-0.35	0.159	0.393	0	0	Ssus11-NDUFB6	NDUFB6	Suss11
Ssus11-TECRL	0	-0.31	0.02	0.193	0	0	Ssus11-TECRL	TECRL	Suss11
Ssus11-MGRN1	0	-0.27	0.085	0.294	0	0	Ssus11-MGRN1	MGRN1	Suss11
Ssus11-CLK1	0	-0.31	0.09	0.3	0	0	Ssus11-CLK1	CLK1	Suss11
GRCh38-FBN1	0	-0.3	0.051	0.243	0	0	GRCh38-FBN1	FBN1	GRCh38
GRCh38-RPL36	0	-0.74	0.012	0.177	0	0	GRCh38-RPL36	RPL36	GRCh38
Ssus11-NPM1	0	0.46	0.773	0.61	0	0	Ssus11-NPM1	NPM1	Suss11
Ssus11-MYH7	0	-2.66	0.869	0.822	0	0	Ssus11-MYH7	MYH7	Suss11
GRCh38-TTN	0	-0.76	0.019	0.186	0	0	GRCh38-TTN	TTN	GRCh38
GRCh38-RPL18	0	-0.66	0.007	0.166	0	0	GRCh38-RPL18	RPL18	GRCh38
GRCh38-RPS29	0	-0.88	0.01	0.171	0	0	GRCh38-RPS29	RPS29	GRCh38
Ssus11-DUSP26	0	-0.28	0.012	0.176	0	0	Ssus11-DUSP26	DUSP26	Suss11
Ssus11-RASL11B	0	-0.3	0.063	0.26	0	0	Ssus11-RASL11B	RASL11B	Suss11
Ssus11-ENSSSCG00000006395	0	0.44	0.966	0.788	0	0	Ssus11-ENSSSCG00000006395	ENSSSCG00000006395	Suss11
Ssus11-TNS2	0	-0.3	0.129	0.357	0	0	Ssus11-TNS2	TNS2	Suss11
Ssus11-PHYH	0	-0.33	0.122	0.344	0	0	Ssus11-PHYH	PHYH	Suss11
Ssus11-BCKDK	0	-0.29	0.12	0.343	0	0	Ssus11-BCKDK	BCKDK	Suss11
GRCh38-RPS19	0	-0.84	0.021	0.188	0	0	GRCh38-RPS19	RPS19	GRCh38
Ssus11-POLDIP2	0	-0.31	0.138	0.369	0	0	Ssus11-POLDIP2	POLDIP2	Suss11
Ssus11-NMRK2	0	-0.29	0.004	0.16	0	0	Ssus11-NMRK2	NMRK2	Suss11
Ssus11-FHOD3	0	-0.28	0.041	0.223	0	0	Ssus11-FHOD3	FHOD3	Suss11
Ssus11-COX7A1	0	-1.52	0.73	0.683	0	0	Ssus11-COX7A1	COX7A1	Suss11
Ssus11-CCN2	0	-0.96	0.857	0.799	0	0	Ssus11-CCN2	CCN2	Suss11
Ssus11-ENSSSCG00000035080	0	0.33	1	0.986	0	0	Ssus11-ENSSSCG00000035080	ENSSSCG00000035080	Suss11
Ssus11-MPC2	0	-0.35	0.171	0.411	0	0	Ssus11-MPC2	MPC2	Suss11
Ssus11-CAVIN2	0	-0.3	0.077	0.28	0	0	Ssus11-CAVIN2	CAVIN2	Suss11
Ssus11-ENSSSCG00000012088	0	-0.36	0.271	0.521	0	0	Ssus11-ENSSSCG00000012088	ENSSSCG00000012088	Suss11
GRCh38-MT-CYB	0	-1.02	0.033	0.207	0	0	GRCh38-MT-CYB	MT-CYB	GRCh38
Ssus11-ENSSSCG00000021374	0	-0.78	0.691	0.691	0	0	Ssus11-ENSSSCG00000021374	ENSSSCG00000021374	Suss11
Ssus11-DUSP22	0	-0.26	0.072	0.272	0	0	Ssus11-DUSP22	DUSP22	Suss11
GRCh38-UBB	0	-0.76	0.005	0.159	0	0	GRCh38-UBB	UBB	GRCh38
Ssus11-KLHL41	0	-0.29	0.018	0.184	0	0	Ssus11-KLHL41	KLHL41	Suss11
Ssus11-ACADL	0	-0.29	0.053	0.242	0	0	Ssus11-ACADL	ACADL	Suss11
Ssus11-CDKN1C	0	-0.28	0.044	0.229	0	0	Ssus11-CDKN1C	CDKN1C	Suss11
Ssus11-MGLL	0	-0.28	0.076	0.276	0	0	Ssus11-MGLL	MGLL	Suss11
Ssus11-KLF9	0	-0.3	0.054	0.244	0	0	Ssus11-KLF9	KLF9	Suss11
Ssus11-APOBEC2	0	-0.27	0.022	0.193	0	0	Ssus11-APOBEC2	APOBEC2	Suss11
Ssus11-FSTL3	0	-0.33	0.142	0.369	0	0	Ssus11-FSTL3	FSTL3	Suss11
Ssus11-GFM1	0	-0.3	0.058	0.248	0	0	Ssus11-GFM1	GFM1	Suss11
GRCh38-HSP90AA1	0	-1.27	0.01	0.168	0	0	GRCh38-HSP90AA1	HSP90AA1	GRCh38
Ssus11-RPL22L1	0	0.45	0.71	0.549	0	0	Ssus11-RPL22L1	RPL22L1	Suss11
Ssus11-MRPL28	0	-0.27	0.081	0.282	0	0	Ssus11-MRPL28	MRPL28	Suss11
Ssus11-VDAC2	0	-0.35	0.146	0.371	0	0	Ssus11-VDAC2	VDAC2	Suss11
Ssus11-SLMAP	0	-0.33	0.086	0.288	0	0	Ssus11-SLMAP	SLMAP	Suss11
GRCh38-FAU	0	-0.58	0.004	0.157	0	0	GRCh38-FAU	FAU	GRCh38
Ssus11-GABARAPL2	0	-0.27	0.158	0.397	0	0	Ssus11-GABARAPL2	GABARAPL2	Suss11
GRCh38-RPL8	0	-0.81	0.017	0.179	0	0	GRCh38-RPL8	RPL8	GRCh38
Ssus11-RPS6	0	0.33	1	0.974	0	0	Ssus11-RPS6	RPS6	Suss11
Ssus11-BAG3	0	-0.71	0.251	0.444	0	0	Ssus11-BAG3	BAG3	Suss11
Ssus11-NDUFA9	0	-0.29	0.123	0.342	0	0	Ssus11-NDUFA9	NDUFA9	Suss11
GRCh38-RPS27	0	-0.84	0.018	0.18	0	0	GRCh38-RPS27	RPS27	GRCh38
Ssus11-ENSSSCG00000035293	0	-0.96	0.795	0.798	0	0	Ssus11-ENSSSCG00000035293	ENSSSCG00000035293	Suss11
Ssus11-ENSSSCG00000016186	0	-0.28	0.166	0.406	0	0	Ssus11-ENSSSCG00000016186	ENSSSCG00000016186	Suss11
Ssus11-GPX3	0	-0.33	0.07	0.262	0	0	Ssus11-GPX3	GPX3	Suss11
GRCh38-RPS14	0	-0.76	0.013	0.171	0	0	GRCh38-RPS14	RPS14	GRCh38
Ssus11-RCAN2	0	-0.26	0.031	0.205	0	0	Ssus11-RCAN2	RCAN2	Suss11
Ssus11-ENSSSCG00000036669	0	-0.26	0.007	0.161	0	0	Ssus11-ENSSSCG00000036669	ENSSSCG00000036669	Suss11
Ssus11-TOM1	0	-0.28	0.113	0.325	0	0	Ssus11-TOM1	TOM1	Suss11
Ssus11-ENSSSCG00000022246	0	-0.3	0.103	0.314	0	0	Ssus11-ENSSSCG00000022246	ENSSSCG00000022246	Suss11
Ssus11-LTBP3	0	-0.59	0.66	0.693	0	0	Ssus11-LTBP3	LTBP3	Suss11
Ssus11-SESN1	0	-0.28	0.057	0.246	0	0	Ssus11-SESN1	SESN1	Suss11
Ssus11-HRC	0	-0.25	0.009	0.164	0	0	Ssus11-HRC	HRC	Suss11
Ssus11-SMOC2	0	-0.28	0.034	0.209	0	0	Ssus11-SMOC2	SMOC2	Suss11
Ssus11-PFN1	0	0.6	0.503	0.385	0	0	Ssus11-PFN1	PFN1	Suss11
Ssus11-CPXM2	0	-0.27	0.023	0.19	0	0	Ssus11-CPXM2	CPXM2	Suss11
Ssus11-WBP2	0	-0.27	0.163	0.402	0	0	Ssus11-WBP2	WBP2	Suss11
Ssus11-CAMTA2	0	-0.26	0.138	0.365	0	0	Ssus11-CAMTA2	CAMTA2	Suss11
Ssus11-PTX3	0	-0.49	0.031	0.199	0	0	Ssus11-PTX3	PTX3	Suss11
Ssus11-HYI	0	-0.25	0.06	0.249	0	0	Ssus11-HYI	HYI	Suss11
GRCh38-MDK	0	-0.64	0.014	0.171	0	0	GRCh38-MDK	MDK	GRCh38
Ssus11-CCND3	0	-0.33	0.208	0.457	0	0	Ssus11-CCND3	CCND3	Suss11
GRCh38-RPL15	0	-0.68	0.004	0.154	0	0	GRCh38-RPL15	RPL15	GRCh38
Ssus11-FUNDC2	0	-0.27	0.203	0.458	0	0	Ssus11-FUNDC2	FUNDC2	Suss11
Ssus11-EPHX1	0	-0.27	0.037	0.21	0	0	Ssus11-EPHX1	EPHX1	Suss11
Ssus11-ENSSSCG00000024103	0	-0.26	0.009	0.163	0	0	Ssus11-ENSSSCG00000024103	ENSSSCG00000024103	Suss11
Ssus11-TUBGCP2	0	-0.28	0.15	0.379	0	0	Ssus11-TUBGCP2	TUBGCP2	Suss11
Ssus11-FMC1	0	-0.28	0.086	0.286	0	0	Ssus11-FMC1	FMC1	Suss11
Ssus11-RBM39	0	-0.28	0.206	0.46	0	0	Ssus11-RBM39	RBM39	Suss11
GRCh38-RPL28	0	-0.78	0.013	0.168	0	0	GRCh38-RPL28	RPL28	GRCh38
Ssus11-MRPS21	0	-0.25	0.15	0.385	0	0	Ssus11-MRPS21	MRPS21	Suss11
Ssus11-FAM162A	0	-0.36	0.177	0.406	0	0	Ssus11-FAM162A	FAM162A	Suss11
Ssus11-HSPB3	0	-0.28	0.02	0.181	0	0	Ssus11-HSPB3	HSPB3	Suss11
Ssus11-ENSSSCG00000037832	0	-0.27	0.083	0.283	0	0	Ssus11-ENSSSCG00000037832	ENSSSCG00000037832	Suss11
Ssus11-MACROD1	0	-0.27	0.022	0.185	0	0	Ssus11-MACROD1	MACROD1	Suss11
Ssus11-AXIN1	0	-0.25	0.071	0.264	0	0	Ssus11-AXIN1	AXIN1	Suss11
Ssus11-NCAM1	0	-0.28	0.206	0.462	0	0	Ssus11-NCAM1	NCAM1	Suss11
GRCh38-FLNC	0	-0.68	0.006	0.154	0	0	GRCh38-FLNC	FLNC	GRCh38
Ssus11-ENSSSCG00000044700	0	-0.37	0.99	0.974	0	0	Ssus11-ENSSSCG00000044700	ENSSSCG00000044700	Suss11
Ssus11-ENSSSCG00000000359	0	-0.28	0.234	0.494	0	0	Ssus11-ENSSSCG00000000359	ENSSSCG00000000359	Suss11
Ssus11-CFL2	0	-0.32	0.122	0.335	0	0	Ssus11-CFL2	CFL2	Suss11
Ssus11-ENSSSCG00000032591	0	-0.32	0.157	0.39	0	0	Ssus11-ENSSSCG00000032591	ENSSSCG00000032591	Suss11
Ssus11-ENSSSCG00000026981	0	-0.3	0.098	0.301	0	0	Ssus11-ENSSSCG00000026981	ENSSSCG00000026981	Suss11
Ssus11-DHRS11	0	-0.28	0.076	0.267	0	0	Ssus11-DHRS11	DHRS11	Suss11
GRCh38-RPS21	0	-0.62	0.008	0.159	0	0	GRCh38-RPS21	RPS21	GRCh38
GRCh38-UQCR11	0	-0.6	0.008	0.158	0	0	GRCh38-UQCR11	UQCR11	GRCh38
Ssus11-ATG9A	0	-0.26	0.096	0.298	0	0	Ssus11-ATG9A	ATG9A	Suss11
Ssus11-SNRNP70	0	-0.26	0.163	0.399	0	0	Ssus11-SNRNP70	SNRNP70	Suss11
GRCh38-HSPB7	0	-0.71	0.012	0.164	0	0	GRCh38-HSPB7	HSPB7	GRCh38
GRCh38-RPLP2	0	-0.68	0.013	0.165	0	0	GRCh38-RPLP2	RPLP2	GRCh38
GRCh38-RPS15A	0	-0.88	0.012	0.164	0	0	GRCh38-RPS15A	RPS15A	GRCh38
Ssus11-CHORDC1	0	-0.3	0.072	0.261	0	0	Ssus11-CHORDC1	CHORDC1	Suss11
GRCh38-RPL32	0	-0.89	0.014	0.168	0	0	GRCh38-RPL32	RPL32	GRCh38
GRCh38-MYBPC3	0	-0.76	0.011	0.162	0	0	GRCh38-MYBPC3	MYBPC3	GRCh38
GRCh38-TPT1	0	-1.08	0.013	0.165	0	0	GRCh38-TPT1	TPT1	GRCh38
Ssus11-AMOTL2	0	-0.26	0.038	0.209	0	0	Ssus11-AMOTL2	AMOTL2	Suss11
Ssus11-RILPL1	0	-0.26	0.057	0.237	0	0	Ssus11-RILPL1	RILPL1	Suss11
Ssus11-COX4I1	0	-0.53	0.999	0.977	0	0	Ssus11-COX4I1	COX4I1	Suss11
Ssus11-RBM38	0	-0.25	0.014	0.167	0	0	Ssus11-RBM38	RBM38	Suss11
Ssus11-RHOB	0	-0.28	0.177	0.419	0	0	Ssus11-RHOB	RHOB	Suss11
GRCh38-RPS18	0	-0.8	0.016	0.169	0	0	GRCh38-RPS18	RPS18	GRCh38
Ssus11-ENSSSCG00000037142	0	0.26	0.906	0.646	0	0	Ssus11-ENSSSCG00000037142	ENSSSCG00000037142	Suss11
GRCh38-RPL35A	0	-0.73	0.007	0.153	0	0	GRCh38-RPL35A	RPL35A	GRCh38
Ssus11-ABCD1	0	-0.26	0.08	0.273	0	0	Ssus11-ABCD1	ABCD1	Suss11
Ssus11-IRF2BP2	0	-0.26	0.212	0.469	0	0	Ssus11-IRF2BP2	IRF2BP2	Suss11
Ssus11-PACS2	0	-0.27	0.127	0.34	0	0	Ssus11-PACS2	PACS2	Suss11
Ssus11-ENSSSCG00000037376	0	-0.29	0.16	0.39	0	0	Ssus11-ENSSSCG00000037376	ENSSSCG00000037376	Suss11
Ssus11-COL3A1	0	-0.48	1	1	0	0	Ssus11-COL3A1	COL3A1	Suss11
Ssus11-ADIRF	0	-0.37	0.07	0.26	0	0	Ssus11-ADIRF	ADIRF	Suss11
Ssus11-PBXIP1	0	-0.28	0.161	0.386	0	0	Ssus11-PBXIP1	PBXIP1	Suss11
Ssus11-GEM	0	-0.31	0.063	0.246	0	0	Ssus11-GEM	GEM	Suss11
Ssus11-NDUFB3	0	-0.31	0.19	0.425	0	0	Ssus11-NDUFB3	NDUFB3	Suss11
Ssus11-RPS23	0	0.28	1	0.992	0	0	Ssus11-RPS23	RPS23	Suss11
Ssus11-BIRC3	0	-0.25	0.101	0.304	0	0	Ssus11-BIRC3	BIRC3	Suss11
Ssus11-OPTN	0	-0.27	0.098	0.296	0	0	Ssus11-OPTN	OPTN	Suss11
Ssus11-PRKAG2	0	-0.27	0.046	0.217	0	0	Ssus11-PRKAG2	PRKAG2	Suss11
Ssus11-CXCL12	0	-0.28	0.088	0.285	0	0	Ssus11-CXCL12	CXCL12	Suss11
GRCh38-RBM24	0	-0.26	0.001	0.14	0	0	GRCh38-RBM24	RBM24	GRCh38
GRCh38-ATP5ME	0	-0.63	0.007	0.151	0	0	GRCh38-ATP5ME	ATP5ME	GRCh38
Ssus11-IDUA	0	-0.28	0.182	0.417	0	0	Ssus11-IDUA	IDUA	Suss11
GRCh38-RPL29	0	-0.78	0.016	0.166	0	0	GRCh38-RPL29	RPL29	GRCh38
Ssus11-ADAMTSL2	0	-0.26	0.022	0.177	0	0	Ssus11-ADAMTSL2	ADAMTSL2	Suss11
GRCh38-TPI1	0	-0.57	0.005	0.146	0	0	GRCh38-TPI1	TPI1	GRCh38
Ssus11-COL6A6	0	-0.25	0.026	0.187	0	0	Ssus11-COL6A6	COL6A6	Suss11
Ssus11-MCRIP1	0	-0.26	0.192	0.43	0	0	Ssus11-MCRIP1	MCRIP1	Suss11
Ssus11-SRPK3	0	-0.26	0.024	0.181	0	0	Ssus11-SRPK3	SRPK3	Suss11
GRCh38-HSPA8	0	-0.84	0.006	0.148	0	0	GRCh38-HSPA8	HSPA8	GRCh38
GRCh38-NPPB	0	-0.61	0.013	0.159	0	0	GRCh38-NPPB	NPPB	GRCh38
Ssus11-FIBIN	0	-0.31	0.043	0.212	0	0	Ssus11-FIBIN	FIBIN	Suss11
Ssus11-OXCT1	0	-0.26	0.048	0.218	0	0	Ssus11-OXCT1	OXCT1	Suss11
GRCh38-SERPINH1	0	-0.95	0.007	0.15	0	0	GRCh38-SERPINH1	SERPINH1	GRCh38
GRCh38-COX5B	0	-0.51	0.008	0.151	0	0	GRCh38-COX5B	COX5B	GRCh38
GRCh38-RPL37	0	-0.9	0.016	0.165	0	0	GRCh38-RPL37	RPL37	GRCh38
Ssus11-DAG1	0	-0.26	0.172	0.401	0	0	Ssus11-DAG1	DAG1	Suss11
Ssus11-TSPAN4	0	-0.27	0.117	0.322	0	0	Ssus11-TSPAN4	TSPAN4	Suss11
Ssus11-EIF4EBP2	0	-0.25	0.146	0.366	0	0	Ssus11-EIF4EBP2	EIF4EBP2	Suss11
GRCh38-RPS12	0	-0.9	0.009	0.152	0	0	GRCh38-RPS12	RPS12	GRCh38
Ssus11-ALDH1A2	0	-0.27	0.068	0.249	0	0	Ssus11-ALDH1A2	ALDH1A2	Suss11
Ssus11-LRRC32	0	-0.26	0.093	0.287	0	0	Ssus11-LRRC32	LRRC32	Suss11
Ssus11-ENSSSCG00000013889	0	0.28	1	0.986	0	0	Ssus11-ENSSSCG00000013889	ENSSSCG00000013889	Suss11
GRCh38-RPL39	0	-0.74	0.011	0.155	0	0	GRCh38-RPL39	RPL39	GRCh38
Ssus11-FABP5	0	0.31	0.968	0.761	0	0	Ssus11-FABP5	FABP5	Suss11
GRCh38-CKM	0	-0.51	0.006	0.147	0	0	GRCh38-CKM	CKM	GRCh38
Ssus11-TMEM147	0	-0.25	0.101	0.298	0	0	Ssus11-TMEM147	TMEM147	Suss11
Ssus11-SERTAD1	0	-0.27	0.151	0.367	0	0	Ssus11-SERTAD1	SERTAD1	Suss11
Ssus11-GNAS	0	-0.26	0.144	0.36	0	0	Ssus11-GNAS	GNAS	Suss11
Ssus11-GLRX5	0	-0.27	0.075	0.256	0	0	Ssus11-GLRX5	GLRX5	Suss11
Ssus11-MYL4	0	-0.42	0.047	0.218	0	0	Ssus11-MYL4	MYL4	Suss11
GRCh38-UQCRQ	0	-0.57	0.007	0.148	0	0	GRCh38-UQCRQ	UQCRQ	GRCh38
Ssus11-DLD	0	-0.28	0.099	0.291	0	0	Ssus11-DLD	DLD	Suss11
GRCh38-RPL27	0	-0.59	0.007	0.148	0	0	GRCh38-RPL27	RPL27	GRCh38
Ssus11-CTSC	0	0.42	0.885	0.711	0	0	Ssus11-CTSC	CTSC	Suss11
Ssus11-ABI3BP	0	-0.27	0.024	0.178	0	0	Ssus11-ABI3BP	ABI3BP	Suss11
GRCh38-RPSA	0	-0.57	0.006	0.145	0	0	GRCh38-RPSA	RPSA	GRCh38
Ssus11-CNN1	0	-0.34	0.163	0.382	0	0	Ssus11-CNN1	CNN1	Suss11
Ssus11-LHFPL6	0	-0.26	0.086	0.275	0	0	Ssus11-LHFPL6	LHFPL6	Suss11
Ssus11-POSTN	0	0.3	0.997	0.897	0	0	Ssus11-POSTN	POSTN	Suss11
Ssus11-CHD3	0	-0.27	0.172	0.399	0	0	Ssus11-CHD3	CHD3	Suss11
Ssus11-SLIT3	0	-0.26	0.053	0.227	0	0	Ssus11-SLIT3	SLIT3	Suss11
GRCh38-DLK1	0	-0.86	0.001	0.134	0	0	GRCh38-DLK1	DLK1	GRCh38
Ssus11-ID1	0	-0.3	0.215	0.455	0	0	Ssus11-ID1	ID1	Suss11
Ssus11-GPNMB	0	0.28	0.752	0.505	0	0	Ssus11-GPNMB	GPNMB	Suss11
Ssus11-LMNA	0	0.35	0.94	0.72	0	0	Ssus11-LMNA	LMNA	Suss11
Ssus11-IDH3A	0	-0.29	0.099	0.288	0	0	Ssus11-IDH3A	IDH3A	Suss11
