p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ssus11-CLPTM1L	7.37392587199138e-68	-0.303636157666395	0.091	0.303	8.8973789571448e-64	0	Ssus11-CLPTM1L
Ssus11-MMP23B	1.01019262578946e-67	0.477988943478437	0.663	0.53	1.21889842227756e-63	0	Ssus11-MMP23B
Ssus11-AKR1B1	1.8014957089996e-67	-0.250451947591328	0.056	0.251	2.17368472247892e-63	0	Ssus11-AKR1B1
Ssus11-MYO1F	3.06345891053435e-67	-0.315248702338783	0.049	0.236	3.69636952145074e-63	0	Ssus11-MYO1F
Ssus11-IFI30	3.11405097644293e-67	-0.657998332514517	0.308	0.498	3.75741390817604e-63	0	Ssus11-IFI30
Ssus11-CAV3	3.59280555946435e-67	-0.352662212916092	0.103	0.317	4.33507918804968e-63	0	Ssus11-CAV3
Ssus11-ASPN	4.19760059697118e-67	0.465689519781159	0.73	0.574	5.06482488030543e-63	0	Ssus11-ASPN
Ssus11-ENSSSCG00000000097	4.36006566480413e-67	-0.254892428297914	0.071	0.273	5.26085523115266e-63	0	Ssus11-ENSSSCG00000000097
Ssus11-DUT	6.7057120505038e-67	-0.30275078385628	0.07	0.268	8.09111216013789e-63	0	Ssus11-DUT
Ssus11-ENSSSCG00000013992	1.07805424914773e-66	-0.312686895425155	0.253	0.522	1.30078025702165e-62	0	Ssus11-ENSSSCG00000013992
Ssus11-ENSSSCG00000012746	1.74416285384969e-66	-0.282769112970735	0.066	0.263	2.10450689945504e-62	0	Ssus11-ENSSSCG00000012746
Ssus11-ATP5MC2	2.34711084439651e-66	-0.330665194490957	0.748	0.832	2.83202394484883e-62	0	Ssus11-ATP5MC2
Ssus11-ARHGEF10L	2.37296419314808e-66	-0.297571196990177	0.059	0.251	2.86321859545247e-62	0	Ssus11-ARHGEF10L
Ssus11-SMPX	2.68993888566697e-66	-0.400827306622708	0.14	0.36	3.24568025944576e-62	0	Ssus11-SMPX
Ssus11-ENSSSCG00000035762	2.69713260470963e-66	-0.273711331841531	0.091	0.303	3.25436020084264e-62	0	Ssus11-ENSSSCG00000035762
Ssus11-UBXN1	3.00730427797998e-66	-0.282036084371271	0.139	0.372	3.62861334181064e-62	0	Ssus11-UBXN1
Ssus11-RNF181	3.33118357448366e-66	-0.278195528519927	0.165	0.41	4.01940610097198e-62	0	Ssus11-RNF181
Ssus11-RANBP1	3.9506994529888e-66	-0.306423259406195	0.089	0.296	4.76691395997628e-62	0	Ssus11-RANBP1
Ssus11-MAPKAPK2	5.03149687533475e-66	-0.25660397506921	0.063	0.256	6.07100412977891e-62	0	Ssus11-MAPKAPK2
Ssus11-SMPDL3A	5.3887020235023e-66	-0.308343124928605	0.013	0.172	6.50200786155788e-62	0	Ssus11-SMPDL3A
Ssus11-NAA20	8.10927202927295e-66	-0.254261835417908	0.082	0.289	9.78464763052074e-62	0	Ssus11-NAA20
Ssus11-FMC1	9.00541509464849e-66	-0.262662927169261	0.082	0.288	1.08659338532029e-61	0	Ssus11-FMC1
Ssus11-UBAC1	1.08701906532842e-65	-0.268764635702277	0.168	0.415	1.31159720422528e-61	0	Ssus11-UBAC1
Ssus11-POLR2I	2.66164254827655e-65	-0.262806635506501	0.167	0.413	3.21153789875049e-61	0	Ssus11-POLR2I
Ssus11-COX20	2.70416119272788e-65	-0.268837162606843	0.082	0.286	3.26284089514546e-61	0	Ssus11-COX20
Ssus11-GPC3	3.19913134687068e-65	0.396467779017458	0.276	0.133	3.86007188313416e-61	0	Ssus11-GPC3
Ssus11-ENSSSCG00000037251	3.26115000130077e-65	-0.28986359703342	0.104	0.317	3.93490359156951e-61	0	Ssus11-ENSSSCG00000037251
Ssus11-ISLR	3.79398437024723e-65	0.546621187874819	0.553	0.429	4.57782154114031e-61	0	Ssus11-ISLR
Ssus11-ENSSSCG00000001543	4.28088003119085e-65	-0.261956198623615	0.123	0.347	5.16530984563488e-61	0	Ssus11-ENSSSCG00000001543
Ssus11-NUTF2	5.60996944975999e-65	-0.265922854895551	0.107	0.326	6.7689891380804e-61	0	Ssus11-NUTF2
Ssus11-ILF2	7.24442632092119e-65	-0.267269164143535	0.06	0.251	8.74112479882351e-61	0	Ssus11-ILF2
Ssus11-PSMB4	1.7173775973763e-64	-0.276399839793098	0.212	0.477	2.07218780899425e-60	0	Ssus11-PSMB4
Ssus11-ARPC3	1.84269006051384e-64	-0.39392684673812	0.203	0.439	2.22338982701601e-60	0	Ssus11-ARPC3
Ssus11-WDR1	1.92246423821632e-64	-0.320282021792431	0.226	0.483	2.31964534983182e-60	0	Ssus11-WDR1
Ssus11-CD44	2.44471349593999e-64	-0.328862289639826	0.091	0.29	2.94979130420119e-60	0	Ssus11-CD44
Ssus11-MANF	2.45609756372e-64	-0.311785512035858	0.16	0.394	2.96352732038456e-60	0	Ssus11-MANF
Ssus11-JPT1	2.88415967862269e-64	-0.300138023961788	0.073	0.266	3.48002706822614e-60	0	Ssus11-JPT1
Ssus11-ENSSSCG00000036669	3.35339012339116e-64	-0.302986517341438	0.057	0.242	4.04620052288377e-60	0	Ssus11-ENSSSCG00000036669
Ssus11-ACTR3	3.64501091335972e-64	-0.339889577621592	0.113	0.326	4.39807016805983e-60	0	Ssus11-ACTR3
Ssus11-TKT	3.89753920268867e-64	-0.355009562267627	0.117	0.326	4.70277080196414e-60	0	Ssus11-TKT
Ssus11-EIF4EBP1	4.71556408678494e-64	-0.313614471056622	0.158	0.392	5.6897996271147e-60	0	Ssus11-EIF4EBP1
Ssus11-ENSSSCG00000032073	6.42014639232312e-64	-0.303976710282171	0.169	0.405	7.74654863697708e-60	0	Ssus11-ENSSSCG00000032073
Ssus11-ZYX	6.68523484535997e-64	-0.374343646691701	0.28	0.524	8.06640436441134e-60	0	Ssus11-ZYX
Ssus11-RPL29	8.66072132727947e-64	-0.410916619784574	0.999	0.998	1.04500263534954e-59	0	Ssus11-RPL29
Ssus11-CUTA	8.76841456600716e-64	-0.257554130902809	0.141	0.369	1.05799690153442e-59	0	Ssus11-CUTA
Ssus11-CCL5	1.04589037474049e-63	-0.384609897330886	0.073	0.263	1.26197132616187e-59	0	Ssus11-CCL5
Ssus11-BZW2	1.428734697293e-63	-0.2880827282033	0.125	0.344	1.72391128575374e-59	0	Ssus11-BZW2
Ssus11-ATP6V1G1	1.45347946532584e-63	-0.311829894967971	0.142	0.368	1.75376832286216e-59	0	Ssus11-ATP6V1G1
Ssus11-ENSSSCG00000034230	2.36855715336832e-63	-0.280066118485736	0.156	0.392	2.85790106125421e-59	0	Ssus11-ENSSSCG00000034230
Ssus11-KRTCAP2	2.49465255473882e-63	-0.281509324109509	0.197	0.45	3.01004777254786e-59	0	Ssus11-KRTCAP2
Ssus11-LTBP2	4.67567523444811e-63	0.413213972401061	0.261	0.123	5.64166973788509e-59	0	Ssus11-LTBP2
Ssus11-ENSSSCG00000008222	8.03009178008423e-63	-0.251108939427299	0.119	0.337	9.68910874184963e-59	0	Ssus11-ENSSSCG00000008222
Ssus11-RARRES1	8.99213949892111e-63	-0.329933278420853	0.023	0.183	1.08499155193982e-58	0	Ssus11-RARRES1
Ssus11-ENSSSCG00000037510	9.86654399065578e-63	-0.271149255387395	0.124	0.342	1.19049719791253e-58	0	Ssus11-ENSSSCG00000037510
Ssus11-PLD4	1.24904748083681e-62	-0.318013983842235	0.049	0.225	1.5071006903777e-58	0	Ssus11-PLD4
Ssus11-ERH	1.2873100109462e-62	-0.256135364208007	0.068	0.259	1.55326825920768e-58	0	Ssus11-ERH
Ssus11-TUBB6	1.31319920636664e-62	-0.353840512955713	0.105	0.307	1.58450616240198e-58	0	Ssus11-TUBB6
Ssus11-NENF	1.62303673618659e-62	-0.264133478625745	0.18	0.424	1.95835612588274e-58	0	Ssus11-NENF
Ssus11-ENSSSCG00000016737	1.78206187541491e-62	-0.590320234606268	0.938	0.899	2.15023585887562e-58	0	Ssus11-ENSSSCG00000016737
Ssus11-ACOT13	1.97042010286912e-62	-0.278636056760741	0.097	0.301	2.37750889612188e-58	0	Ssus11-ACOT13
Ssus11-ENSSSCG00000026981	2.3969759654136e-62	-0.255481384263824	0.092	0.295	2.89219119986805e-58	0	Ssus11-ENSSSCG00000026981
Ssus11-ARNT	2.47287706797013e-62	-0.437160746956265	0.132	0.339	2.98377347021276e-58	0	Ssus11-ARNT
Ssus11-SLC12A7	3.32447497272725e-62	-0.286372210809588	0.2	0.454	4.0113115020927e-58	0	Ssus11-SLC12A7
Ssus11-ACADM	4.40009057220469e-62	-0.28959925481474	0.142	0.365	5.30914928442218e-58	0	Ssus11-ACADM
Ssus11-FLII	5.98934289366415e-62	-0.301038822276604	0.192	0.434	7.22674113549517e-58	0	Ssus11-FLII
Ssus11-ENSSSCG00000041738	7.75726462313635e-62	-0.254990861966956	0.013	0.165	9.35991549427632e-58	0	Ssus11-ENSSSCG00000041738
Ssus11-ITGB2	1.29779759610951e-61	-0.383059301174004	0.111	0.313	1.56592257946574e-57	0	Ssus11-ITGB2
Ssus11-TIMM8B	4.16838271842985e-61	-0.301589831048346	0.273	0.528	5.02957058805745e-57	0	Ssus11-TIMM8B
Ssus11-HINT1	4.71617234049629e-61	-0.312777633618315	0.768	0.848	5.69053354604282e-57	0	Ssus11-HINT1
Ssus11-POLE4	5.54932774233489e-61	-0.26608175073963	0.158	0.392	6.69581885390128e-57	0	Ssus11-POLE4
Ssus11-RPN2	5.59019458021431e-61	-0.295637387294113	0.155	0.38	6.74512878048659e-57	0	Ssus11-RPN2
Ssus11-METRNL	6.56860407581698e-61	-0.272830470473064	0.134	0.354	7.92567767788077e-57	0	Ssus11-METRNL
Ssus11-MTERF3	6.79804911547271e-61	-0.457188882320624	0.355	0.547	8.20252606272937e-57	0	Ssus11-MTERF3
Ssus11-CAP1	7.15786412825083e-61	-0.329163277261453	0.114	0.316	8.63667885714745e-57	0	Ssus11-CAP1
Ssus11-GAPDH	7.23402419313425e-61	-0.726962996952426	1	0.999	8.72857359143579e-57	0	Ssus11-GAPDH
Ssus11-MCRIP2	9.1263188201598e-61	-0.3287625328139	0.144	0.359	1.10118162884048e-56	0	Ssus11-MCRIP2
Ssus11-CLEC3B	9.38231168170345e-61	0.486021803189906	0.346	0.204	1.13206972751434e-56	0	Ssus11-CLEC3B
Ssus11-SLC11A1	9.53524670135402e-61	-0.258559967940281	0.011	0.159	1.15052286698538e-56	0	Ssus11-SLC11A1
Ssus11-HCLS1	1.32346297493243e-60	-0.276658946117918	0.042	0.211	1.59689042555347e-56	0	Ssus11-HCLS1
Ssus11-VDAC3	1.79664746371304e-60	-0.288764988299016	0.155	0.381	2.16783482971615e-56	0	Ssus11-VDAC3
Ssus11-NDUFA9	2.97324988245257e-60	-0.275448117375841	0.168	0.403	3.58752330816728e-56	0	Ssus11-NDUFA9
Ssus11-OAS2	3.04076243788607e-60	-0.44919407704458	0.16	0.375	3.66898395755334e-56	0	Ssus11-OAS2
Ssus11-CCR1	3.15456869510577e-60	-0.252255788376518	0.001	0.14	3.80630258751462e-56	0	Ssus11-CCR1
Ssus11-REEP5	3.38124509482134e-60	-0.263847925814007	0.194	0.441	4.07981033141143e-56	0	Ssus11-REEP5
Ssus11-ENSSSCG00000010893	3.70166781394126e-60	0.46755909234595	0.346	0.203	4.46643238430152e-56	0	Ssus11-ENSSSCG00000010893
Ssus11-HSPA9	5.30972660730302e-60	-0.269289561770326	0.194	0.438	6.40671612437183e-56	0	Ssus11-HSPA9
Ssus11-CD53	5.82739652140364e-60	-0.305741200107192	0.049	0.22	7.03133664272563e-56	0	Ssus11-CD53
Ssus11-EEF1G	6.38299729537232e-60	0.339205930516326	0.998	0.979	7.70172453659624e-56	0	Ssus11-EEF1G
Ssus11-DHRS11	2.44606878170364e-59	-0.265321974438474	0.112	0.317	2.95142659200362e-55	0	Ssus11-DHRS11
Ssus11-NME1	3.71038043958723e-59	-0.281875817569059	0.073	0.255	4.47694503840595e-55	0	Ssus11-NME1
Ssus11-ENSSSCG00000032573	4.3905254497587e-59	-0.2575906939448	0.07	0.254	5.29760800767885e-55	0	Ssus11-ENSSSCG00000032573
Ssus11-ENSSSCG00000031608	5.72176722798775e-59	-0.44786007377577	0.18	0.382	6.90388433729002e-55	0	Ssus11-ENSSSCG00000031608
Ssus11-GRB2	7.06104137713162e-59	-0.25862820010382	0.078	0.264	8.51985252564702e-55	0	Ssus11-GRB2
Ssus11-CDKN1A	9.11700528218613e-59	-0.256404975205008	0.037	0.198	1.10005785734858e-54	0	Ssus11-CDKN1A
Ssus11-TGFBI	9.31684142306058e-59	0.416910237448697	0.769	0.614	1.12417008610649e-54	0	Ssus11-TGFBI
Ssus11-TMSB4X	1.15303844309965e-58	-1.07511847885356	0.996	0.924	1.39125618544404e-54	0	Ssus11-TMSB4X
Ssus11-RPS6KA1	1.33912723831186e-58	-0.267202265558507	0.033	0.192	1.61579092574709e-54	0	Ssus11-RPS6KA1
Ssus11-ENSSSCG00000028414	1.42840984602556e-58	-0.291659695703882	0.418	0.644	1.72351932021444e-54	0	Ssus11-ENSSSCG00000028414
Ssus11-ATP6AP1	1.44673757470783e-58	-0.280104897953494	0.187	0.423	1.74563355764247e-54	0	Ssus11-ATP6AP1
Ssus11-ENSSSCG00000010058	2.06026899436375e-58	-0.251565629097737	0.084	0.273	2.4859205685993e-54	0	Ssus11-ENSSSCG00000010058
Ssus11-GUSB	2.43879615577144e-58	-0.360691908323585	0.122	0.32	2.94265144155382e-54	0	Ssus11-GUSB
Ssus11-NDUFV2	3.8257070008842e-58	-0.308508421739782	0.27	0.511	4.61609806726687e-54	0	Ssus11-NDUFV2
Ssus11-CD9	4.15175263157944e-58	-0.467681754073856	0.113	0.304	5.00950472526376e-54	0	Ssus11-CD9
Ssus11-MXRA8	4.39846121123644e-58	0.477826810988109	0.436	0.299	5.30718329747788e-54	0	Ssus11-MXRA8
Ssus11-LIPA	5.00587040911147e-58	-0.337023522341435	0.113	0.308	6.0400832356339e-54	0	Ssus11-LIPA
Ssus11-GPI	5.59494831591527e-58	-0.278874429705687	0.34	0.585	6.75086463798336e-54	0	Ssus11-GPI
Ssus11-SOD2	5.68321144286087e-58	-0.271038419391023	0.187	0.423	6.85736292695592e-54	0	Ssus11-SOD2
Ssus11-GM2A	7.35092045044276e-58	-0.371641237786454	0.196	0.414	8.86962061550424e-54	0	Ssus11-GM2A
Ssus11-PTPN6	1.12274822462226e-57	-0.253427119366059	0.022	0.172	1.35470800782922e-53	0	Ssus11-PTPN6
Ssus11-ENSSSCG00000014031	1.1894674946748e-57	-0.254580679102326	0.141	0.357	1.43521147907461e-53	0	Ssus11-ENSSSCG00000014031
Ssus11-COL5A1	1.39170389164755e-57	0.312944363225636	0.961	0.734	1.67922991566194e-53	0	Ssus11-COL5A1
Ssus11-NPDC1	1.53491207091125e-57	0.496592244097224	0.406	0.272	1.85202490476152e-53	0	Ssus11-NPDC1
Ssus11-MRPS36	1.67195897266975e-57	-0.251040682568235	0.1	0.296	2.01738569642332e-53	0	Ssus11-MRPS36
Ssus11-RPS7	2.41971022111929e-57	-0.338704703659293	1	0.999	2.91962235280253e-53	0	Ssus11-RPS7
Ssus11-ISCU	4.02533289447677e-57	-0.252564607842528	0.205	0.452	4.85696667047567e-53	0	Ssus11-ISCU
Ssus11-EIF4A1	6.05204038621589e-57	-0.366980638405884	0.261	0.494	7.3023919300081e-53	0	Ssus11-EIF4A1
Ssus11-PDHB	7.38005747137249e-57	-0.261295517210453	0.131	0.34	8.90477734495805e-53	0	Ssus11-PDHB
Ssus11-CALD1	1.01573663373788e-56	0.409501563502175	0.739	0.598	1.22558782226812e-52	0	Ssus11-CALD1
Ssus11-ETFA	1.30650883661941e-56	-0.253083448427546	0.12	0.32	1.57643356226498e-52	0	Ssus11-ETFA
Ssus11-CSTB	1.69240513985357e-56	-1.43420801092808	0.741	0.645	2.04205604174731e-52	0	Ssus11-CSTB
Ssus11-GLMP	1.79499691702815e-56	-0.300065958156875	0.133	0.336	2.16584328008617e-52	0	Ssus11-GLMP
Ssus11-MT3	2.39470255620471e-56	-0.282266462194747	0.041	0.201	2.8894481043166e-52	0	Ssus11-MT3
Ssus11-VCAN	2.51612757810558e-56	-0.383660675874229	0.152	0.354	3.0359595357422e-52	0	Ssus11-VCAN
Ssus11-CLTA	2.60045561341179e-56	-0.300700349525091	0.158	0.375	3.13770974314266e-52	0	Ssus11-CLTA
Ssus11-VAV1	2.63425341154872e-56	-0.252708854311013	0.03	0.182	3.17849016637469e-52	0	Ssus11-VAV1
Ssus11-SH3BGR	2.71056458779502e-56	-0.334658473629369	0.177	0.393	3.27056723163347e-52	0	Ssus11-SH3BGR
Ssus11-FTL	2.78234613804684e-56	-1.3905372515494	1	0.982	3.35717885016731e-52	0	Ssus11-FTL
Ssus11-SH3GLB1	3.46184748890114e-56	-0.253318677690731	0.086	0.271	4.17706518010811e-52	0	Ssus11-SH3GLB1
Ssus11-NDUFA1	5.23616399151648e-56	-0.393449241485648	0.254	0.465	6.31795547216378e-52	0	Ssus11-NDUFA1
Ssus11-NCEH1	5.52815784254546e-56	-0.266221596999519	0.139	0.35	6.67027525281535e-52	0	Ssus11-NCEH1
Ssus11-ENSSSCG00000003903	7.32108654039258e-56	-0.443639185151362	0.86	0.859	8.83362301963769e-52	0	Ssus11-ENSSSCG00000003903
Ssus11-NDUFS1	7.76159052786758e-56	-0.275497176856881	0.125	0.327	9.36513513092503e-52	0	Ssus11-NDUFS1
Ssus11-MPP1	8.17000242738118e-56	-0.277397298892765	0.102	0.294	9.85792492887813e-52	0	Ssus11-MPP1
Ssus11-ECSIT	1.14740190524315e-55	-0.250014820306567	0.165	0.388	1.38445513886639e-51	0	Ssus11-ECSIT
Ssus11-RYR2	2.63228757057465e-55	-0.287103969998929	0.094	0.281	3.17611818265537e-51	0	Ssus11-RYR2
Ssus11-EMP3	7.21239237651238e-55	-0.390776018765061	0.168	0.369	8.70247264149984e-51	0	Ssus11-EMP3
Ssus11-REXO2	1.02254527696638e-54	-0.273081308523055	0.091	0.273	1.23380313118763e-50	0	Ssus11-REXO2
Ssus11-TYROBP	1.30334547010876e-54	-0.771535568250445	0.592	0.626	1.57261664423323e-50	0	Ssus11-TYROBP
Ssus11-NDUFB10	1.30811343544071e-54	-0.274169722751325	0.358	0.595	1.57836967120276e-50	0	Ssus11-NDUFB10
Ssus11-NNT	1.54064954569893e-54	-0.260678509962769	0.138	0.343	1.85894774184033e-50	0	Ssus11-NNT
Ssus11-IFIT1	1.59686555932143e-54	-0.578714322523783	0.127	0.315	1.92677798387723e-50	0	Ssus11-IFIT1
Ssus11-GNG10	1.83853457365131e-54	-0.332626636972311	0.17	0.38	2.21837581656767e-50	0	Ssus11-GNG10
Ssus11-RGS10	2.38531925712072e-54	-0.259671241193295	0.042	0.2	2.87812621564186e-50	0	Ssus11-RGS10
Ssus11-LRP10	3.32590098138095e-54	-0.26489489549084	0.14	0.345	4.01303212413425e-50	0	Ssus11-LRP10
Ssus11-ENSSSCG00000039544	3.50836455666058e-54	0.325235133668469	0.996	0.988	4.23319267406666e-50	0	Ssus11-ENSSSCG00000039544
Ssus11-C7H6orf125	1.49861042119285e-53	-0.250366227028782	0.278	0.53	1.8082233342113e-49	0	Ssus11-C7H6orf125
Ssus11-ANXA6	1.83544643313483e-53	-0.258425657975281	0.222	0.463	2.21464966622048e-49	0	Ssus11-ANXA6
Ssus11-RPS6	1.98294085801155e-53	0.307742929516323	0.996	0.98	2.39261643927673e-49	0	Ssus11-RPS6
Ssus11-MFAP4	2.53178635285673e-53	0.298935147126075	0.782	0.595	3.05485341335693e-49	0	Ssus11-MFAP4
Ssus11-HSP90AA1	2.9599803231891e-53	0.374869989912415	0.962	0.908	3.57151225795996e-49	0	Ssus11-HSP90AA1
Ssus11-CTSC	4.2221751954769e-53	-0.332297360623866	0.569	0.729	5.09447659086242e-49	0	Ssus11-CTSC
Ssus11-PHYH	4.35202383079026e-53	-0.275463407108764	0.19	0.412	5.25115195423152e-49	0	Ssus11-PHYH
Ssus11-CD163	6.10376440690724e-53	-0.296793742556627	0.078	0.249	7.36480213337428e-49	0	Ssus11-CD163
Ssus11-CXCL12	8.83615258175988e-53	0.438340750788009	0.353	0.221	1.06617017051515e-48	0	Ssus11-CXCL12
Ssus11-CFL2	1.00136575577165e-52	-0.269126483057263	0.138	0.336	1.20824792091407e-48	0	Ssus11-CFL2
Ssus11-GOT1	1.10963295873137e-52	-0.310041072506578	0.145	0.342	1.33888312800527e-48	0	Ssus11-GOT1
Ssus11-TBCA	1.12002881099323e-52	-0.252138751843993	0.158	0.37	1.35142676334443e-48	0	Ssus11-TBCA
Ssus11-SEPTIN2	3.33047975217121e-52	-0.263036451333852	0.169	0.379	4.01855686896978e-48	0	Ssus11-SEPTIN2
Ssus11-PRDX2	3.7740444638756e-52	-0.276525995575809	0.567	0.741	4.5537620501123e-48	0	Ssus11-PRDX2
Ssus11-CTRC	3.7941250301804e-52	-0.251797308341527	0.056	0.216	4.57799126141567e-48	0	Ssus11-CTRC
Ssus11-TAF10	4.0608214045743e-52	-0.268803108472492	0.311	0.554	4.89978710675935e-48	0	Ssus11-TAF10
Ssus11-VPS28	5.68799133764996e-52	-0.264278660317842	0.192	0.409	6.86313034800844e-48	0	Ssus11-VPS28
Ssus11-PRDX1	5.71002567466995e-52	-0.563314597742933	0.495	0.61	6.88971697905677e-48	0	Ssus11-PRDX1
Ssus11-MLF2	9.03755455967112e-52	-0.268028490534764	0.214	0.442	1.09047133316992e-47	0	Ssus11-MLF2
Ssus11-ENSSSCG00000000359	9.19964675492625e-52	-0.25663266417568	0.337	0.573	1.1100293774494e-47	0	Ssus11-ENSSSCG00000000359
Ssus11-RGS19	1.02183309825364e-51	-0.281120095141516	0.091	0.267	1.23294381635284e-47	0	Ssus11-RGS19
Ssus11-ADAMTSL2	1.03519448814369e-51	0.312372923079904	0.221	0.102	1.24906566939418e-47	0	Ssus11-ADAMTSL2
Ssus11-ACTR2	1.20000915974425e-51	-0.295378264338137	0.132	0.324	1.44793105214742e-47	0	Ssus11-ACTR2
Ssus11-CAPZB	1.54095610953685e-51	-0.264792644119668	0.13	0.322	1.85931764176716e-47	0	Ssus11-CAPZB
Ssus11-WDR83OS	2.78469953720349e-51	-0.279607355377163	0.327	0.562	3.36001846158973e-47	0	Ssus11-WDR83OS
Ssus11-ENSSSCG00000003839	3.07953321971161e-51	0.513002279179868	0.425	0.314	3.71576478290403e-47	0	Ssus11-ENSSSCG00000003839
Ssus11-SDCBP	5.80058965013636e-51	-0.264898309632446	0.129	0.32	6.99899147185453e-47	0	Ssus11-SDCBP
Ssus11-TSPAN12	1.98443331322261e-50	-0.312782301410272	0.174	0.373	2.39441723573441e-46	0	Ssus11-TSPAN12
Ssus11-UQCRC2	2.1239622800723e-50	-0.268276868879349	0.172	0.38	2.56277288713523e-46	0	Ssus11-UQCRC2
GRCh38-ELN	5.133495602274e-50	0.291963623701673	0.287	0.155	6.19407579370381e-46	0	GRCh38-ELN
Ssus11-SAP18	5.65519497854458e-50	-0.256650658185992	0.399	0.626	6.82355826111189e-46	0	Ssus11-SAP18
Ssus11-ENSSSCG00000031838	7.09050704558724e-50	-0.356634203531049	1	0.998	8.55540580120556e-46	0	Ssus11-ENSSSCG00000031838
Ssus11-FERMT3	1.16322423146148e-49	-0.262257879395791	0.095	0.266	1.40354635768143e-45	0	Ssus11-FERMT3
Ssus11-ENSSSCG00000025499	1.41547946463678e-49	-0.292921892377701	0.116	0.296	1.70791752203073e-45	0	Ssus11-ENSSSCG00000025499
Ssus11-ENSSSCG00000033734	3.46517589252787e-49	-0.382012997515688	0.335	0.537	4.18108123192412e-45	0	Ssus11-ENSSSCG00000033734
Ssus11-TALDO1	7.3405344124897e-49	-0.403635134733383	0.423	0.588	8.85708882211008e-45	0	Ssus11-TALDO1
Ssus11-SRL	2.83833552741116e-48	-0.355604207761834	0.193	0.386	3.42473564737431e-44	0	Ssus11-SRL
Ssus11-HIGD2A	3.92634346054191e-48	-0.251966904599561	0.308	0.538	4.73752601948987e-44	0	Ssus11-HIGD2A
Ssus11-RPL3L	5.09428356027572e-48	-0.256924506813784	0.084	0.248	6.14676254382868e-44	0	Ssus11-RPL3L
Ssus11-ATP5MG	5.64627375540462e-48	-0.44761718879075	0.499	0.63	6.81279391327121e-44	0	Ssus11-ATP5MG
Ssus11-SLA-DMB	9.1554097134105e-48	-0.322577414472928	0.171	0.361	1.10469173602011e-43	0	Ssus11-SLA-DMB
Ssus11-CD14	1.42889822984282e-47	-0.261070208868595	0.092	0.258	1.72410860412834e-43	0	Ssus11-CD14
Ssus11-RPS3	1.49720430782539e-47	-0.271914042036163	0.983	0.983	1.80652671782212e-43	0	Ssus11-RPS3
Ssus11-COL14A1	1.93241039333208e-47	0.503868269041702	0.512	0.421	2.33164638059448e-43	0	Ssus11-COL14A1
Ssus11-DYNLL1	3.22132652283815e-47	-0.275603619534918	0.258	0.49	3.88685258245651e-43	0	Ssus11-DYNLL1
Ssus11-ENSSSCG00000022295	4.77025150884197e-47	-0.313747637160265	0.478	0.657	5.75578547056873e-43	0	Ssus11-ENSSSCG00000022295
Ssus11-NDUFB9	4.82246326042849e-47	-0.297946151242556	0.786	0.84	5.81878417003302e-43	0	Ssus11-NDUFB9
Ssus11-SEC61B	7.89069778815516e-47	-0.352261234842479	0.298	0.505	9.52091595118802e-43	0	Ssus11-SEC61B
Ssus11-NDUFS4	5.33163800987405e-46	-0.275603334001667	0.283	0.498	6.43315442271403e-42	0	Ssus11-NDUFS4
Ssus11-ENSSSCG00000009240	1.21654318563333e-45	-0.305487471954686	0.056	0.199	1.46788100778518e-41	0	Ssus11-ENSSSCG00000009240
Ssus11-ATP5MC3	2.92069369443701e-45	-0.413156490263884	0.462	0.597	3.5241090117077e-41	0	Ssus11-ATP5MC3
Ssus11-MT1X	4.31603323441946e-45	-0.253877542557644	0.09	0.25	5.20772570065052e-41	0	Ssus11-MT1X
Ssus11-ENSSSCG00000002449	5.42100104006109e-45	-0.436223368356487	0.406	0.545	6.54097985493771e-41	0	Ssus11-ENSSSCG00000002449
Ssus11-PTDSS1	6.40562684389756e-45	-0.266918391871768	0.19	0.388	7.72902934984679e-41	0	Ssus11-PTDSS1
Ssus11-TLN1	7.185636125511e-45	-0.282531027028654	0.222	0.423	8.67018854904157e-41	0	Ssus11-TLN1
Ssus11-CTSZ	7.19292443061944e-45	-0.434111377506125	0.364	0.538	8.67898261798541e-41	0	Ssus11-CTSZ
Ssus11-ARPC5	1.68972804282436e-44	-0.340984294544901	0.223	0.409	2.03882585647187e-40	0	Ssus11-ARPC5
Ssus11-PTPN18	1.98070962736896e-44	-0.38369250218892	0.408	0.579	2.38992423638338e-40	0	Ssus11-PTPN18
Ssus11-ENSSSCG00000012961	2.88928033672278e-44	-0.2707590595535	0.476	0.666	3.4862056542897e-40	0	Ssus11-ENSSSCG00000012961
Ssus11-ENSSSCG00000028850	3.90877641163808e-44	-0.261277588578115	0.969	0.968	4.7163296182825e-40	0	Ssus11-ENSSSCG00000028850
Ssus11-ENSSSCG00000002907	9.14144558658389e-44	-0.358951982162977	0.856	0.858	1.10300682447721e-39	0	Ssus11-ENSSSCG00000002907
Ssus11-ENSSSCG00000013720	1.10821776016115e-43	-0.258897346370356	0.132	0.305	1.33717554941045e-39	0	Ssus11-ENSSSCG00000013720
Ssus11-ENSSSCG00000038713	4.24773704842178e-43	0.342120838458961	0.899	0.781	5.12531952262572e-39	0	Ssus11-ENSSSCG00000038713
Ssus11-ATP5IF1	5.58300202218302e-43	-0.366634457960993	0.924	0.908	6.73645023996603e-39	0	Ssus11-ATP5IF1
Ssus11-SPTBN1	5.8993755432926e-43	0.437668682277977	0.568	0.505	7.11818653053685e-39	0	Ssus11-SPTBN1
